Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
32.0,25,4.0,12.0,partly cloudy,1018.9,6,Spring,9.0,coastal,Sunny
4.0,44,13.5,35.0,cloudy,1104.13,7,Spring,13.0,coastal,Sunny
38.0,64,9.5,19.0,clear,1018.96,5,Autumn,6.0,coastal,Sunny
19.0,61,4.5,13.0,partly cloudy,1016.97,1,Autumn,7.5,inland,Cloudy
24.0,53,11.0,19.0,partly cloudy,1005.07,3,Spring,7.5,coastal,Cloudy
84.0,71,25.5,104.0,overcast,1008.14,8,Autumn,4.5,inland,Cloudy
14.0,66,12.0,22.0,overcast,1007.43,1,Autumn,9.0,inland,Cloudy
10.0,68,4.5,11.0,overcast,1000.84,2,Summer,8.0,mountain,Cloudy
16.0,56,3.0,23.0,overcast,1003.92,1,Autumn,8.0,mountain,Cloudy
33.0,33,5.0,15.0,partly cloudy,1016.71,6,Winter,8.0,coastal,Sunny
44.0,55,4.0,5.0,clear,1028.9,8,Spring,9.5,mountain,Sunny
-12.0,53,10.0,77.0,overcast,1008.78,2,Winter,17.5,mountain,Cloudy
34.0,46,0.0,18.0,partly cloudy,1026.71,6,Spring,5.5,mountain,Sunny
35.0,48,8.0,11.0,clear,1015.64,8,Spring,9.0,inland,Sunny
34.0,94,17.0,88.0,partly cloudy,1005.87,5,Autumn,6.0,inland,Cloudy
36.0,42,4.5,11.0,clear,1021.69,11,Winter,6.0,mountain,Sunny
40.0,48,6.5,16.0,clear,1027.73,9,Autumn,9.5,mountain,Sunny
21.0,46,2.0,19.0,partly cloudy,1015.99,5,Winter,6.5,mountain,Sunny
12.0,61,11.0,30.0,overcast,1015.88,4,Winter,5.5,inland,Cloudy
6.0,48,1.0,43.0,cloudy,1081.17,11,Autumn,5.0,coastal,Cloudy
51.0,86,3.0,79.0,partly cloudy,1029.16,11,Spring,1.0,coastal,Sunny
31.0,52,9.0,9.0,clear,1020.32,6,Autumn,6.0,mountain,Sunny
29.0,62,5.5,40.0,partly cloudy,1004.17,1,Winter,6.0,coastal,Cloudy
-12.0,20,4.5,12.0,partly cloudy,1004.07,14,Autumn,6.0,coastal,Sunny
44.0,49,7.0,7.0,clear,1028.28,7,Winter,9.0,coastal,Sunny
34.0,48,9.0,18.0,clear,1020.05,8,Winter,7.5,mountain,Sunny
54.0,73,2.5,71.0,clear,1027.68,1,Summer,9.0,inland,Sunny
24.0,58,14.0,30.0,overcast,1018.24,2,Autumn,5.0,coastal,Cloudy
33.0,79,2.5,19.0,overcast,1004.7,2,Autumn,7.0,inland,Cloudy
23.0,47,8.0,5.0,clear,1024.93,11,Winter,8.5,inland,Sunny
33.0,69,3.5,13.0,partly cloudy,1012.04,2,Summer,8.0,mountain,Cloudy
23.0,38,5.5,2.0,clear,1010.28,7,Summer,9.5,inland,Sunny
28.0,53,11.0,11.0,overcast,1018.35,2,Summer,5.0,inland,Cloudy
10.0,92,5.5,80.0,overcast,1005.5,9,Autumn,6.0,inland,Cloudy
15.0,55,7.5,45.0,partly cloudy,1017.25,3,Autumn,6.5,mountain,Cloudy
34.0,48,6.5,17.0,clear,1018.92,11,Summer,7.5,coastal,Sunny
30.0,74,12.5,14.0,partly cloudy,1007.07,1,Autumn,8.5,coastal,Cloudy
18.0,77,10.5,27.0,partly cloudy,1006.48,2,Summer,6.0,inland,Cloudy
16.0,78,5.5,38.0,partly cloudy,1012.74,2,Spring,8.0,mountain,Cloudy
14.0,52,12.0,13.0,partly cloudy,1005.74,3,Autumn,9.0,coastal,Cloudy
15.0,51,4.0,34.0,partly cloudy,1006.34,3,Spring,8.0,inland,Cloudy
24.0,78,12.5,103.0,overcast,1004.42,2,Autumn,4.5,inland,Cloudy
39.0,52,2.0,8.0,clear,1012.3,11,Autumn,6.5,inland,Sunny
23.0,60,5.0,9.0,clear,1011.77,6,Spring,7.0,coastal,Sunny
15.0,53,8.5,24.0,overcast,1004.49,2,Summer,7.5,mountain,Cloudy
19.0,56,8.5,38.0,partly cloudy,1011.34,2,Summer,7.0,mountain,Cloudy
44.0,44,5.0,19.0,clear,1028.29,8,Spring,9.5,mountain,Sunny
20.0,89,17.0,96.0,partly cloudy,1012.81,5,Winter,9.0,inland,Cloudy
28.0,27,7.5,70.0,overcast,944.87,8,Winter,9.0,mountain,Cloudy
10.0,76,6.5,46.0,overcast,1016.95,3,Autumn,7.5,inland,Cloudy
33.0,50,0.0,11.0,overcast,1010.43,4,Winter,6.0,coastal,Cloudy
31.0,59,10.0,33.0,partly cloudy,1006.43,2,Autumn,8.0,coastal,Cloudy
32.0,78,4.0,26.0,overcast,1003.6,1,Winter,5.5,mountain,Cloudy
26.0,71,2.0,38.0,partly cloudy,1002.85,2,Spring,8.0,inland,Cloudy
35.0,20,4.0,0.0,partly cloudy,1015.07,10,Spring,5.5,coastal,Sunny
24.0,46,5.0,12.0,clear,1027.27,9,Autumn,8.0,coastal,Sunny
35.0,50,0.5,3.0,partly cloudy,1024.9,10,Winter,8.5,inland,Sunny
33.0,98,26.5,97.0,partly cloudy,1003.78,10,Winter,10.5,mountain,Cloudy
41.0,102,20.0,99.0,clear,1025.5,11,Autumn,11.5,inland,Sunny
-14.0,75,2.5,63.0,partly cloudy,995.24,8,Summer,5.0,mountain,Cloudy
40.0,61,9.0,4.0,clear,1017.38,11,Summer,8.5,mountain,Sunny
26.0,66,9.0,28.0,partly cloudy,1126.33,14,Autumn,1.0,mountain,Sunny
30.0,79,2.5,23.0,overcast,1010.44,1,Autumn,7.0,mountain,Cloudy
35.0,24,2.5,4.0,clear,1013.27,8,Winter,6.5,inland,Sunny
32.0,34,2.0,4.0,partly cloudy,1016.43,10,Summer,9.5,coastal,Sunny
32.0,47,8.0,0.0,clear,1014.89,9,Winter,7.5,coastal,Sunny
34.0,23,9.0,9.0,clear,1017.03,5,Summer,9.0,inland,Sunny
37.0,69,7.5,5.0,clear,1026.99,6,Summer,8.0,coastal,Sunny
21.0,67,8.0,6.0,partly cloudy,1026.98,9,Autumn,7.5,coastal,Sunny
21.0,52,10.0,18.0,clear,1026.69,9,Summer,9.0,inland,Sunny
19.0,50,2.0,27.0,partly cloudy,1000.33,2,Summer,7.5,mountain,Cloudy
30.0,50,7.0,25.0,overcast,1007.2,4,Winter,6.5,inland,Cloudy
17.0,66,11.5,29.0,overcast,1006.5,2,Winter,8.0,inland,Cloudy
31.0,78,15.0,11.0,partly cloudy,1010.88,4,Summer,5.5,coastal,Cloudy
10.0,50,13.0,28.0,partly cloudy,1015.22,4,Winter,5.5,coastal,Cloudy
12.0,69,9.0,28.0,partly cloudy,1000.76,3,Winter,5.5,mountain,Cloudy
21.0,63,9.0,26.0,overcast,1000.92,4,Spring,9.0,mountain,Cloudy
39.0,49,3.5,4.0,clear,1012.92,6,Summer,9.5,coastal,Sunny
26.0,70,13.5,48.0,overcast,1015.07,3,Autumn,8.5,coastal,Cloudy
28.0,24,5.5,1.0,clear,1020.74,5,Spring,6.5,inland,Sunny
18.0,63,8.0,41.0,overcast,1009.47,2,Winter,6.0,coastal,Cloudy
46.0,102,8.0,105.0,partly cloudy,1016.57,4,Winter,10.5,mountain,Cloudy
18.0,68,10.0,26.0,overcast,1002.54,1,Spring,7.0,inland,Cloudy
-6.0,24,4.5,85.0,overcast,847.34,3,Autumn,9.5,mountain,Cloudy
25.0,72,13.0,36.0,partly cloudy,1012.73,3,Summer,6.5,coastal,Cloudy
30.0,36,3.5,1.0,partly cloudy,1022.96,10,Summer,7.5,coastal,Sunny
11.0,78,13.5,10.0,partly cloudy,1007.63,1,Summer,8.5,coastal,Cloudy
24.0,58,13.5,48.0,partly cloudy,1012.86,1,Winter,6.0,mountain,Cloudy
23.0,58,8.0,88.0,partly cloudy,1014.38,5,Spring,11.5,coastal,Sunny
34.0,53,12.5,46.0,partly cloudy,1019.99,2,Autumn,7.5,mountain,Cloudy
24.0,49,2.5,4.0,clear,1013.85,10,Summer,6.5,inland,Sunny
13.0,71,7.5,43.0,overcast,1002.47,1,Spring,5.5,inland,Cloudy
26.0,24,1.0,5.0,clear,1023.01,6,Winter,6.5,mountain,Sunny
28.0,50,1.5,13.0,clear,1017.92,7,Spring,7.0,mountain,Sunny
42.0,24,3.0,6.0,clear,1012.91,5,Spring,7.5,coastal,Sunny
20.0,52,14.0,11.0,overcast,1000.96,1,Autumn,8.0,coastal,Cloudy
36.0,57,8.0,9.0,partly cloudy,1017.44,10,Autumn,10.0,mountain,Sunny
26.0,59,8.5,12.0,partly cloudy,1011.13,5,Summer,10.0,mountain,Sunny
14.0,56,10.0,37.0,partly cloudy,1013.57,1,Spring,5.0,coastal,Cloudy
32.0,28,9.5,8.0,partly cloudy,1020.92,8,Summer,8.0,coastal,Sunny
52.0,109,22.5,89.0,overcast,1013.4,9,Summer,2.0,mountain,Cloudy
26.0,64,2.5,26.0,partly cloudy,1004.98,4,Summer,7.5,mountain,Cloudy
27.0,37,3.0,14.0,clear,1010.14,5,Winter,9.0,coastal,Sunny
22.0,32,9.0,10.0,clear,1010.66,5,Autumn,6.5,inland,Sunny
22.0,58,11.0,34.0,partly cloudy,1019.24,4,Winter,5.0,coastal,Cloudy
22.0,72,17.0,99.0,clear,1024.08,7,Spring,5.5,mountain,Sunny
15.0,69,1.5,42.0,partly cloudy,1007.18,3,Autumn,6.5,inland,Cloudy
29.0,32,5.5,11.0,clear,1021.55,6,Winter,5.5,coastal,Sunny
0.0,56,10.0,37.0,cloudy,1147.58,3,Winter,1.0,coastal,Sunny
34.0,43,5.5,10.0,clear,1018.35,11,Spring,6.5,mountain,Sunny
24.0,65,8.5,26.0,partly cloudy,1012.1,3,Summer,8.5,mountain,Cloudy
22.0,53,11.0,39.0,partly cloudy,1007.42,3,Winter,8.0,coastal,Cloudy
15.0,56,6.5,23.0,partly cloudy,1012.0,3,Autumn,7.5,inland,Cloudy
76.0,93,0.5,71.0,clear,1012.51,14,Spring,10.0,inland,Sunny
26.0,70,6.0,11.0,overcast,1004.74,4,Spring,6.0,coastal,Cloudy
34.0,55,14.0,36.0,overcast,1003.77,1,Summer,9.0,mountain,Cloudy
15.0,60,1.0,17.0,partly cloudy,1006.13,4,Spring,5.5,coastal,Cloudy
40.0,48,4.0,12.0,clear,1012.82,9,Winter,9.5,mountain,Sunny
26.0,24,3.5,10.0,clear,1025.96,7,Summer,5.5,coastal,Sunny
29.0,76,11.0,44.0,overcast,1017.03,2,Winter,6.5,mountain,Cloudy
35.0,67,5.0,14.0,clear,1010.4,10,Spring,7.5,coastal,Sunny
-18.0,73,7.5,54.0,overcast,829.27,11,Spring,6.5,mountain,Cloudy
28.0,59,0.5,19.0,overcast,1015.93,4,Spring,5.5,coastal,Cloudy
22.0,27,1.5,7.0,clear,1016.49,8,Winter,8.0,mountain,Sunny
30.0,93,26.5,79.0,partly cloudy,1015.11,11,Autumn,1.5,coastal,Cloudy
37.0,86,7.0,81.0,clear,1020.21,14,Summer,2.5,mountain,Sunny
24.0,25,0.0,1.0,clear,1015.9,5,Autumn,6.0,coastal,Sunny
20.0,38,7.0,4.0,clear,1027.98,8,Winter,8.5,mountain,Sunny
41.0,44,1.5,5.0,clear,1026.82,5,Winter,7.0,inland,Sunny
-6.0,34,11.0,89.0,cloudy,1104.72,0,Autumn,16.5,coastal,Sunny
14.0,60,13.0,19.0,overcast,1004.59,3,Autumn,7.0,inland,Cloudy
14.0,74,3.0,22.0,overcast,1009.69,1,Spring,5.5,inland,Cloudy
-20.0,35,2.0,45.0,overcast,806.03,2,Winter,12.0,inland,Cloudy
21.0,48,6.0,0.0,clear,1024.48,7,Winter,8.5,inland,Sunny
10.0,59,13.0,40.0,overcast,1019.43,4,Spring,7.0,coastal,Cloudy
24.0,72,5.5,38.0,partly cloudy,1009.38,1,Spring,9.0,inland,Cloudy
23.0,67,15.0,47.0,partly cloudy,1017.26,3,Winter,8.0,mountain,Cloudy
24.0,38,4.5,15.0,partly cloudy,1029.37,9,Spring,7.0,mountain,Sunny
24.0,41,3.5,17.0,clear,1011.95,7,Summer,6.0,coastal,Sunny
24.0,70,3.0,39.0,partly cloudy,1001.02,3,Autumn,8.0,inland,Cloudy
39.0,20,7.5,2.0,clear,1029.75,11,Winter,9.5,inland,Sunny
23.0,60,4.5,13.0,partly cloudy,1029.53,10,Summer,7.5,mountain,Sunny
36.0,39,6.0,16.0,clear,1021.93,10,Spring,8.0,mountain,Sunny
18.0,78,12.0,22.0,overcast,1001.21,3,Winter,7.0,mountain,Cloudy
28.0,46,2.5,11.0,clear,1017.75,5,Winter,8.5,coastal,Sunny
38.0,60,4.5,8.0,partly cloudy,1013.67,9,Spring,8.0,inland,Sunny
16.0,77,2.5,27.0,partly cloudy,1010.28,3,Summer,9.0,inland,Cloudy
32.0,73,9.5,39.0,overcast,1008.0,3,Winter,7.5,inland,Cloudy
41.0,25,6.5,13.0,partly cloudy,1015.22,7,Summer,5.5,mountain,Sunny
15.0,68,4.0,25.0,overcast,1009.73,2,Winter,7.0,mountain,Cloudy
11.0,52,2.5,21.0,partly cloudy,1014.62,4,Winter,5.5,coastal,Cloudy
32.0,78,9.5,15.0,overcast,1005.07,4,Spring,7.0,mountain,Cloudy
14.0,77,3.0,10.0,partly cloudy,1016.65,4,Autumn,7.0,coastal,Cloudy
26.0,40,9.5,8.0,clear,1023.36,7,Summer,6.5,mountain,Sunny
18.0,85,28.0,75.0,partly cloudy,1013.97,4,Summer,9.0,inland,Cloudy
27.0,48,1.5,9.0,clear,1018.84,8,Spring,10.0,coastal,Sunny
66.0,88,30.5,106.0,partly cloudy,1007.89,6,Winter,5.5,inland,Cloudy
37.0,35,1.5,14.0,cloudy,847.69,8,Winter,6.0,inland,Sunny
37.0,97,22.5,98.0,clear,1022.28,12,Summer,4.5,inland,Sunny
27.0,90,9.5,92.0,clear,1012.38,13,Summer,6.5,inland,Sunny
3.0,40,1.0,71.0,cloudy,868.73,4,Autumn,6.5,mountain,Cloudy
29.0,52,2.0,14.0,overcast,1017.75,4,Winter,6.5,inland,Cloudy
40.0,47,9.0,19.0,clear,1029.23,8,Winter,7.5,mountain,Sunny
31.0,53,10.0,7.0,clear,1026.82,6,Spring,10.0,mountain,Sunny
25.0,74,9.5,47.0,partly cloudy,1002.32,1,Spring,9.0,inland,Cloudy
17.0,60,5.5,46.0,partly cloudy,1016.46,1,Spring,6.0,mountain,Cloudy
44.0,58,8.0,10.0,clear,1023.52,11,Summer,6.5,mountain,Sunny
29.0,21,5.5,16.0,clear,1024.98,8,Autumn,7.5,coastal,Sunny
6.0,69,9.5,43.0,cloudy,927.25,14,Autumn,20.0,inland,Sunny
21.0,36,5.0,6.0,clear,1016.04,5,Autumn,7.0,coastal,Sunny
38.0,40,1.5,0.0,clear,1012.7,9,Winter,5.5,mountain,Sunny
36.0,34,1.5,3.0,partly cloudy,1013.55,6,Autumn,5.5,mountain,Sunny
12.0,64,11.5,47.0,overcast,1015.12,4,Winter,8.0,inland,Cloudy
31.0,43,8.0,18.0,clear,1016.97,8,Autumn,7.0,mountain,Sunny
30.0,71,2.0,15.0,overcast,1013.8,4,Spring,7.0,coastal,Cloudy
20.0,57,3.5,26.0,partly cloudy,1001.59,2,Winter,6.0,coastal,Cloudy
9.0,106,5.0,107.0,overcast,1007.51,6,Autumn,3.5,inland,Cloudy
64.0,77,4.5,96.0,clear,1018.37,3,Spring,11.5,inland,Sunny
54.0,107,10.0,95.0,overcast,1014.99,8,Spring,3.5,mountain,Cloudy
29.0,42,2.0,0.0,partly cloudy,1011.77,9,Winter,9.5,mountain,Sunny
20.0,47,8.0,15.0,clear,1011.58,9,Winter,9.0,inland,Sunny
23.0,43,6.5,3.0,partly cloudy,1012.05,11,Autumn,6.5,coastal,Sunny
33.0,51,2.5,21.0,partly cloudy,1018.45,2,Autumn,6.0,inland,Cloudy
37.0,54,4.0,16.0,partly cloudy,1019.37,11,Winter,8.0,inland,Sunny
13.0,70,6.0,31.0,partly cloudy,1005.2,4,Summer,5.5,coastal,Cloudy
30.0,71,6.0,21.0,partly cloudy,1012.64,1,Winter,5.5,mountain,Cloudy
9.0,92,2.5,82.0,overcast,1013.76,5,Summer,1.5,inland,Cloudy
30.0,69,4.0,39.0,partly cloudy,1008.56,3,Autumn,7.0,mountain,Cloudy
24.0,24,6.5,11.0,clear,1018.44,5,Winter,5.5,coastal,Sunny
33.0,65,0.5,5.0,partly cloudy,1024.2,6,Summer,8.5,inland,Sunny
31.0,21,0.5,17.0,clear,1016.93,6,Summer,5.0,mountain,Sunny
12.0,68,3.5,42.0,partly cloudy,1011.57,3,Autumn,5.5,inland,Cloudy
20.0,43,8.0,13.0,clear,1014.9,11,Spring,6.0,inland,Sunny
50.0,78,9.0,96.0,clear,1028.56,14,Summer,6.5,mountain,Sunny
-2.0,69,3.0,18.0,cloudy,1081.96,13,Winter,0.5,coastal,Cloudy
13.0,76,5.0,25.0,overcast,1012.81,3,Autumn,8.5,mountain,Cloudy
29.0,35,1.5,15.0,clear,1015.29,8,Winter,8.0,coastal,Sunny
39.0,31,6.5,10.0,clear,1021.12,7,Autumn,8.5,mountain,Sunny
17.0,60,9.5,25.0,overcast,1012.99,2,Summer,8.5,inland,Cloudy
18.0,54,4.5,41.0,overcast,1018.57,1,Autumn,5.0,mountain,Cloudy
12.0,52,8.5,31.0,partly cloudy,1010.48,4,Spring,8.5,coastal,Cloudy
23.0,67,3.0,19.0,partly cloudy,1019.34,8,Summer,8.0,inland,Sunny
34.0,76,9.5,41.0,overcast,1009.69,2,Spring,6.0,inland,Cloudy
48.0,36,7.5,21.0,partly cloudy,1169.45,13,Spring,20.0,coastal,Cloudy
31.0,79,0.5,17.0,partly cloudy,1017.97,3,Summer,8.0,coastal,Cloudy
22.0,31,8.0,15.0,clear,1010.66,7,Autumn,7.5,mountain,Sunny
34.0,77,5.0,38.0,overcast,1006.44,1,Spring,7.5,coastal,Cloudy
2.0,44,12.0,76.0,overcast,990.35,9,Summer,19.0,coastal,Sunny
31.0,30,3.0,10.0,clear,1018.48,7,Spring,9.0,mountain,Sunny
26.0,61,6.0,31.0,overcast,1006.26,2,Spring,7.0,inland,Cloudy
33.0,65,14.0,14.0,overcast,1001.43,1,Winter,6.0,inland,Cloudy
22.0,54,9.0,5.0,partly cloudy,1017.13,9,Summer,6.5,mountain,Sunny
4.0,52,10.0,55.0,overcast,992.22,9,Autumn,8.5,inland,Cloudy
42.0,35,8.5,1.0,clear,1016.62,11,Autumn,7.5,mountain,Sunny
36.0,71,9.0,95.0,partly cloudy,1011.81,13,Spring,3.0,mountain,Cloudy
32.0,27,4.5,17.0,partly cloudy,1017.61,5,Winter,7.5,coastal,Sunny
24.0,57,3.0,0.0,clear,1024.39,7,Spring,6.0,mountain,Sunny
40.0,68,6.5,18.0,clear,1019.2,8,Summer,10.0,inland,Sunny
38.0,36,6.5,13.0,clear,1015.61,9,Autumn,9.5,mountain,Sunny
36.0,21,5.0,19.0,clear,1013.47,9,Winter,6.5,mountain,Sunny
27.0,51,11.0,12.0,overcast,1012.95,4,Autumn,5.5,coastal,Cloudy
14.0,53,12.5,45.0,partly cloudy,1015.47,2,Winter,5.5,mountain,Cloudy
18.0,50,3.5,19.0,overcast,1017.8,3,Summer,7.0,inland,Cloudy
15.0,64,8.0,10.0,overcast,1016.72,4,Autumn,6.5,mountain,Cloudy
23.0,38,4.5,6.0,clear,1021.19,9,Autumn,10.0,inland,Sunny
13.0,80,16.5,93.0,overcast,1003.4,14,Summer,1.5,inland,Cloudy
-20.0,64,15.0,25.0,partly cloudy,1184.26,3,Spring,1.0,inland,Cloudy
20.0,47,4.0,5.0,partly cloudy,1014.91,10,Winter,5.0,inland,Sunny
42.0,38,0.5,18.0,clear,1024.63,10,Summer,6.5,coastal,Sunny
31.0,24,1.0,10.0,clear,1018.91,11,Spring,6.5,inland,Sunny
35.0,27,8.0,11.0,partly cloudy,1012.23,10,Winter,9.5,coastal,Sunny
31.0,22,8.0,11.0,clear,1020.35,11,Winter,6.5,inland,Sunny
32.0,65,5.0,43.0,overcast,1009.08,2,Autumn,8.0,coastal,Cloudy
23.0,36,7.5,11.0,partly cloudy,1026.31,5,Autumn,8.0,inland,Sunny
26.0,56,7.5,5.0,partly cloudy,1012.54,6,Autumn,9.5,mountain,Sunny
24.0,51,3.5,6.0,clear,1020.71,5,Autumn,7.5,coastal,Sunny
14.0,71,10.0,45.0,overcast,1000.28,4,Spring,5.5,mountain,Cloudy
25.0,58,6.5,15.0,overcast,1013.56,1,Autumn,8.5,inland,Cloudy
-18.0,44,0.0,10.0,overcast,812.69,6,Autumn,12.0,coastal,Sunny
28.0,59,9.5,0.0,partly cloudy,1020.79,11,Summer,9.0,mountain,Sunny
17.0,65,11.0,37.0,partly cloudy,1017.68,4,Summer,8.5,coastal,Cloudy
41.0,31,4.0,7.0,clear,1019.47,6,Autumn,9.5,mountain,Sunny
17.0,59,14.5,39.0,partly cloudy,1003.0,3,Summer,8.5,inland,Cloudy
21.0,42,0.5,10.0,clear,1022.83,5,Summer,9.5,mountain,Sunny
26.0,37,0.5,13.0,clear,1018.5,6,Winter,7.5,inland,Sunny
6.0,45,14.5,64.0,partly cloudy,981.59,4,Summer,11.5,mountain,Cloudy
15.0,56,5.0,41.0,partly cloudy,1003.42,3,Spring,7.5,mountain,Cloudy
6.0,63,13.0,19.0,cloudy,998.74,11,Summer,9.0,mountain,Cloudy
32.0,67,5.5,29.0,partly cloudy,1002.38,4,Autumn,8.0,inland,Cloudy
14.0,57,4.0,14.0,partly cloudy,1012.62,1,Summer,8.5,mountain,Cloudy
36.0,57,5.5,18.0,clear,1025.66,11,Summer,7.0,mountain,Sunny
36.0,43,3.5,19.0,partly cloudy,1029.59,7,Winter,6.0,coastal,Sunny
25.0,51,10.0,31.0,partly cloudy,1019.42,3,Spring,5.5,coastal,Cloudy
42.0,44,5.5,3.0,clear,1011.33,11,Autumn,5.0,coastal,Sunny
33.0,21,9.5,13.0,clear,1024.59,10,Spring,6.5,coastal,Sunny
23.0,77,14.0,21.0,overcast,1017.52,2,Summer,8.0,mountain,Cloudy
24.0,61,10.0,12.0,clear,1018.03,7,Spring,9.5,coastal,Sunny
31.0,51,3.0,14.0,clear,1026.44,10,Summer,6.5,inland,Sunny
16.0,63,10.5,29.0,partly cloudy,1013.99,2,Spring,8.5,coastal,Cloudy
28.0,30,2.0,18.0,clear,1021.19,10,Autumn,7.5,coastal,Sunny
26.0,74,1.5,42.0,partly cloudy,1002.67,2,Spring,6.0,mountain,Cloudy
25.0,76,8.0,25.0,overcast,1015.26,1,Spring,8.5,coastal,Cloudy
36.0,51,8.5,18.0,clear,1021.45,9,Summer,9.5,mountain,Sunny
16.0,66,0.5,37.0,partly cloudy,1011.34,2,Spring,8.0,coastal,Cloudy
40.0,45,3.0,16.0,partly cloudy,1016.85,5,Summer,6.0,mountain,Sunny
34.0,70,10.5,33.0,partly cloudy,1014.14,2,Winter,7.5,mountain,Cloudy
27.0,64,11.0,14.0,overcast,1000.6,3,Spring,5.0,mountain,Cloudy
20.0,62,1.5,25.0,partly cloudy,1010.5,3,Summer,7.0,coastal,Cloudy
37.0,69,10.0,6.0,clear,1014.9,6,Spring,8.0,coastal,Sunny
14.0,60,14.5,24.0,partly cloudy,1004.75,3,Winter,7.5,inland,Cloudy
13.0,63,2.5,43.0,partly cloudy,1016.59,3,Winter,6.5,mountain,Cloudy
14.0,79,12.5,25.0,overcast,1007.81,2,Spring,5.0,coastal,Cloudy
32.0,49,9.0,16.0,clear,1026.46,9,Summer,8.0,inland,Sunny
36.0,29,4.0,12.0,clear,1017.28,7,Winter,7.0,coastal,Sunny
24.0,59,10.0,47.0,overcast,1003.17,1,Winter,6.0,mountain,Cloudy
29.0,23,8.5,5.0,clear,1020.77,6,Summer,6.5,inland,Sunny
20.0,52,13.5,49.0,partly cloudy,1007.18,4,Spring,8.5,coastal,Cloudy
42.0,45,5.0,11.0,clear,1023.51,11,Spring,7.5,coastal,Sunny
-14.0,25,5.0,77.0,cloudy,1188.89,8,Autumn,8.5,inland,Sunny
26.0,26,3.0,8.0,partly cloudy,1019.01,7,Winter,8.0,inland,Sunny
28.0,34,5.0,6.0,partly cloudy,1025.97,10,Autumn,8.0,coastal,Sunny
25.0,76,5.5,15.0,overcast,1001.42,1,Spring,5.0,mountain,Cloudy
20.0,67,8.0,16.0,partly cloudy,1010.01,4,Spring,5.5,coastal,Cloudy
32.0,71,7.5,23.0,overcast,1017.74,2,Summer,7.0,inland,Cloudy
29.0,31,2.0,8.0,clear,1026.81,10,Autumn,8.5,mountain,Sunny
31.0,52,7.5,6.0,clear,1013.26,6,Autumn,9.0,mountain,Sunny
38.0,35,2.0,19.0,cloudy,1094.58,8,Spring,12.5,inland,Sunny
43.0,25,4.5,12.0,clear,1021.52,8,Autumn,9.0,mountain,Sunny
22.0,65,6.0,26.0,partly cloudy,1010.9,3,Summer,6.0,inland,Cloudy
25.0,76,9.5,12.0,overcast,1018.46,1,Spring,7.0,inland,Cloudy
33.0,65,6.0,3.0,clear,1027.54,7,Spring,5.5,mountain,Sunny
20.0,78,26.0,79.0,partly cloudy,1009.23,14,Autumn,6.5,mountain,Cloudy
23.0,36,5.5,3.0,clear,1027.64,5,Autumn,9.5,mountain,Sunny
34.0,62,6.5,14.0,clear,1011.83,8,Spring,6.5,coastal,Sunny
39.0,37,3.0,4.0,clear,1020.17,6,Winter,5.5,mountain,Sunny
-15.0,79,13.5,36.0,overcast,1161.73,4,Autumn,8.5,coastal,Sunny
31.0,74,13.0,36.0,partly cloudy,1001.68,3,Winter,7.5,mountain,Cloudy
43.0,41,1.0,0.0,partly cloudy,1029.63,6,Spring,8.0,mountain,Sunny
11.0,61,4.0,22.0,partly cloudy,1000.66,4,Winter,8.0,mountain,Cloudy
40.0,51,6.5,13.0,partly cloudy,1028.54,5,Winter,9.5,coastal,Sunny
10.0,74,1.0,22.0,partly cloudy,1004.9,4,Autumn,8.0,inland,Cloudy
41.0,69,8.5,20.0,cloudy,945.32,0,Spring,1.0,mountain,Cloudy
31.0,71,6.0,24.0,partly cloudy,1009.27,4,Spring,7.5,inland,Cloudy
38.0,44,1.5,19.0,clear,1019.7,10,Winter,7.5,mountain,Sunny
24.0,72,15.0,11.0,partly cloudy,1008.89,3,Spring,6.5,mountain,Cloudy
14.0,76,28.5,107.0,overcast,1018.21,6,Autumn,5.0,mountain,Cloudy
16.0,61,4.5,34.0,partly cloudy,1005.33,2,Autumn,8.5,coastal,Cloudy
19.0,61,7.0,20.0,partly cloudy,1009.29,2,Winter,6.5,inland,Cloudy
17.0,60,10.0,32.0,partly cloudy,1001.52,3,Summer,5.5,coastal,Cloudy
11.0,57,10.5,48.0,overcast,1010.65,1,Winter,6.0,coastal,Cloudy
24.0,73,9.5,37.0,overcast,1014.68,1,Spring,8.0,inland,Cloudy
37.0,36,7.5,19.0,partly cloudy,1010.82,8,Spring,10.0,coastal,Sunny
30.0,42,3.0,19.0,clear,1026.32,11,Summer,9.5,mountain,Sunny
55.0,105,14.0,81.0,overcast,1014.39,10,Spring,0.5,inland,Cloudy
92.0,96,15.0,72.0,partly cloudy,1014.53,14,Spring,2.0,coastal,Sunny
20.0,52,3.5,5.0,partly cloudy,1029.11,11,Winter,8.5,inland,Sunny
22.0,50,10.0,47.0,partly cloudy,1006.42,2,Autumn,6.5,inland,Cloudy
52.0,76,21.0,89.0,overcast,1019.17,14,Spring,9.0,mountain,Cloudy
43.0,44,10.0,16.0,partly cloudy,1021.8,8,Summer,9.0,mountain,Sunny
33.0,62,5.0,46.0,partly cloudy,1017.42,1,Autumn,6.5,coastal,Cloudy
20.0,64,8.5,4.0,clear,1026.65,5,Winter,6.5,coastal,Sunny
